,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,Label
2595,0.04205522033278479,0.3732910772245319,0.46223369916074886,0.6722403099697137,0.46018477103634436,0.0,0.0,0.007362906212514167,0.18114163864407684,-0.05799298723743306,0.08175854992132697,0.09224164348521435,0.02406166812896415,0.13228979067698382,0.11124886002124186,0.017461457868217053,0.012332077929687501,-0.037972271756175166,0.07103366957467598,-0.0007333091715397196,0.05702897534097879,0.0032523040274063464,-0.021152396310439754,0.012881970172290466,0.0001463270913697108,0.017546462850989285,0.0003078783587554733,0.176470593,0.18216319881985651,0.18028845835788085,0.03158281935082258,0.0009972892964572792,0.18747013219442263,21
3984,0.03858109343572865,0.48062237638857613,0.7286152356358941,0.9531257665886791,0.6649279954381078,0.03466666830570661,0.024509802794117748,0.00395437719510789,0.3072419938867729,-0.252209084267478,0.024385592356461667,0.2719132878514106,-0.1494955167498186,0.16778767008525797,0.19776853701418537,0.0280897535503876,0.038972612875,-0.0412576274222495,0.06257049680007501,0.01180605731111739,0.07041730154246766,0.004958596355886772,-0.06441638988580485,0.013173234538008304,-0.02207693732466889,0.03474314550785314,0.0012070861597853198,1.0,0.8602150360041626,0.9437386379412456,0.0,0.0,0.9756097789411071,33
6137,0.06838544523678917,0.3574675633537425,0.6281471917366043,0.6589770016733227,0.6759776297709014,0.0453262041169266,0.029411764852941162,0.00479848871599882,0.13393515031664446,-0.006750467470141499,0.09048296148750644,0.08526293476110301,0.042837875975492365,0.08594707103677085,0.082388231657627,0.007370382113178295,0.0067635621421874995,-0.01341212907193345,0.016438150633530796,0.00029571960020784594,0.02060308361960371,0.0004244870546709027,-0.014165329680372285,0.006321220027431523,-0.0002430910175397831,0.009305684359163718,8.659576141690172e-05,1.0,0.8602150360041626,0.9437386379412456,0.0,0.0,0.9756097789411071,51
6479,0.034741268970561345,0.24994009893744115,0.4211545959974177,0.462863281961883,0.3925261122244892,0.0,0.0,0.030944207998359452,0.1610294550478656,-0.0684213470692536,-0.002927739673018523,0.1736323595025984,-0.07403715755034614,0.08480865199414477,0.04110972197813423,0.0071764252007751935,0.0016839694210937502,-0.022924777942456332,0.0421860524448052,0.006372398097871054,0.046237183706694496,0.0021378771566640314,-0.018562969462559968,0.015264213348284619,0.002684644984333052,0.018481672318529388,0.00034157221187437135,1.0,0.8602150360041626,0.9437386379412456,0.0,0.0,0.9756097789411071,53
39,0.08027061620040227,0.25389547256312095,0.5106520335700452,0.7249215010749445,0.42963578199862096,0.0,0.0,0.00937971417363305,0.12297410640788135,-0.09686673981890202,0.003898460427143086,0.11693903172374476,-0.07404411984615192,0.06616329991709118,0.05646633443186264,0.004367794100775194,0.00317705193203125,-0.01868974616484178,0.011456632173856375,0.0001796252723368622,0.017039432395795574,0.0002903422563639526,-0.008516927069126563,0.0066980056211227166,0.000559992287383676,0.00720672792784575,5.1936927421156546e-05,0.062745102,0.16866963006617536,0.17275969938096578,0.09755396380123518,0.009514954001913838,0.17599235631591859,0
8796,0.013165112452002194,0.5106679476482036,0.7320852162685604,0.7755545009100229,0.716926274651254,0.027529412699237615,0.024509802794117748,0.1193297111584604,0.6544016743228371,-0.14984440554532966,-0.00565397238920954,0.6394995762433314,-0.16437304951370027,0.44939324502199485,0.14295637846070963,0.20155038759689922,0.0203634893046875,0.055307480673339335,0.1381067163188995,0.12091343279735321,0.10436256648611429,0.010891545291864344,-0.034826476743724154,-0.0008214296316695938,-0.048377700456602855,0.018561307624381122,0.00034452214073883627,1.0,0.8602150360041626,0.9437386379412456,0.0,0.0,0.9756097789411071,73
8209,0.036204059243006036,0.5106679476482036,0.6817301484828922,0.9179605478818003,0.6616781029872861,0.524333342523813,0.3333333212500011,-2.5728921966972115e-06,0.3071622302648353,-0.12670209015250597,0.03767888528228169,0.2439034752483619,-0.04028777658368675,0.18450913092376164,0.11386484793294474,0.0339674987751938,0.012918868054687501,-0.04615157793767461,0.04591496320572924,0.010128662655377211,0.06521358878622342,0.004252812162591733,-0.045677304621932986,0.011189563205839423,-0.013926659061178319,0.026554161000754316,0.0007051234664343556,0.180392161,0.4520345919579955,0.2769533798190171,0.372439669560036,0.138711309487556,0.18747013219442263,68
1224,0.03766684951545072,0.4193231175759193,0.5074241446094254,0.7222964145316833,0.4333825604509196,0.0,0.0,0.028166827331503743,0.18488855930621076,-0.18239132828321009,-0.022945731088103143,0.15308352632316843,-0.1331416868576636,0.11884014354834427,0.12351328266083081,0.01409140111627907,0.015201010203124999,-0.03751242207229379,0.14030197000898184,0.010738610568300814,0.10054390386049747,0.010109076602415652,-0.14571313996782084,0.019821242105362496,-0.01971494400960354,0.0588413686282096,0.003462306662294693,0.090196081,0.17541641444301595,0.17593680966167452,0.09685029292031419,0.009382660523812363,0.17981827640550113,10
8721,0.051380508319619676,0.22336474517570876,0.4237338731439638,0.4175516937685176,0.431168650581171,0.0,0.0,0.013251040750153625,0.1420099151131971,-0.062371129532807955,0.047897153571897916,0.10078447699107147,0.004557360371520751,0.08943537629514921,0.08668877516861274,0.00798080168992248,0.00748808654921875,-0.04660963291969126,0.024890122258276057,0.0010566007408990218,0.03882156856991045,0.0015071141866960546,-0.01823979739037909,0.007638832701508862,0.0024688254515602553,0.01327095712090161,0.00017611830300577069,1.0,0.8602150360041626,0.9437386379412456,0.0,0.0,0.9756097789411071,72
718,0.02815871274456025,0.42867337577229486,0.48224661071659136,0.7127944296852755,0.462880491761454,0.0,0.0,0.018954890875843133,0.32487082257498123,-0.12108596084491507,0.03087433152924044,0.3334045613815239,-0.0636331082346544,0.2232351081215005,0.11823210116732837,0.04972248621705427,0.013928871671874999,-0.04550932832348841,0.07936256633159461,0.023952872905873498,0.09354970120909512,0.00875154659600074,-0.021910562300361293,0.008407119236716623,-0.019160012308100507,0.017200353324976936,0.0002958521547452238,0.145098045,0.17878980706154377,0.1802884593016195,0.06879148393340381,0.004732035947475867,0.19129605228400512,5
8875,0.016639239349058327,0.4984406869298663,0.9251129761136216,0.8802648295657415,0.9080199507595665,0.0232470599593562,0.03186274463235298,0.0665550952917891,0.6974543563578289,-0.14116723131207534,0.0182407511580742,0.7527287977553271,-0.15306623364863522,0.5122791209715459,0.155433344986779,0.262015503875969,0.0240731825078125,-0.011382985787537677,0.20977503635259986,0.0917085037525553,0.2106286707655699,0.044364436937944306,-0.033189589850194406,0.002650082662513022,-0.03453863046095914,0.0222915938594645,0.0004969151572089445,1.0,0.8602150360041626,0.9437386379412456,0.0,0.0,0.9756097789411071,73
9294,0.029255805448893765,0.4126194769339265,0.5876170109748224,0.7400606990976158,0.5075316416792521,0.051660133069680446,0.039215685220588326,0.000592804497429476,0.3869017717472645,-0.3455560140272113,0.010035994190342575,0.26032479300786393,-0.2702983935853081,0.2921922441715581,0.3268425975657807,0.08527131782945736,0.10644430453125,-0.10313855018223905,0.10357820796867714,0.00853886124134185,0.13972356650862108,0.019522675029703517,-0.08340429889694331,0.036984682235635044,0.00305593597488887,0.07041179947502547,0.004957821507090557,1.0,0.8602150360041626,0.9437386379412456,0.0,0.0,0.9756097789411071,77
450,0.03053574693728287,0.36681782155011805,0.49967721110393803,0.6945785134162671,0.45693487858552273,0.0,0.0,0.08121999938799633,0.18018883729378243,-0.10593528616293513,0.012958879792573123,0.19321387360188116,-0.07642704078143041,0.05836248119972235,0.10880231920479569,0.003398563087596899,0.011795637765624999,-0.018755173285853598,0.10621922723392685,0.013543996936573328,0.07953424208058714,0.006325695661874205,-0.054286117462099416,0.01004262449295964,-0.0051301288312410155,0.026752241577867184,0.0007156824294644034,0.105882362,0.17878980706154377,0.17528979283262705,0.0900846554513045,0.00811060784975971,0.18747013219442263,3
2588,0.051746205887730844,0.3200665305682403,0.500322788896062,0.6582789328156179,0.4426353518019075,0.0,0.0,0.005117688490889868,0.19979086976512722,-0.15238281838008055,0.03451591816299348,0.10154441304063479,-0.06693918667815572,0.1469011240321239,0.13637316181924491,0.02153168807751938,0.0185311743125,-0.04730844197449769,0.15271515528073443,0.006919306243508307,0.09228530519920321,0.0085165775552557,-0.06514294006133885,0.017550340039395984,-0.005965594765050693,0.028499739275949513,0.0008122351389951565,0.192156881,0.20240355109016323,0.2037570941092942,0.03108226216705468,0.0009657423901407735,0.18364421210484008,21
9316,0.01791918083744743,0.52659682051605,0.6302856681730149,0.7236792589218356,0.5824822863263263,0.03874509941226035,0.039215685220588326,0.000612138131070634,0.4334991722498228,-0.33888844242874283,-0.006453099037951304,0.2692870265453208,-0.29703345912221596,0.38510044665316073,0.33889089088381863,0.14806201550387596,0.11443659125,0.00035464570899768457,0.11433784613563591,0.055671929705228766,0.11654473472528905,0.013582675193235314,-0.09790948411690589,0.021008481242074897,-0.045885701528487026,0.06197265673269855,0.0038406101829563995,1.0,0.8602150360041626,0.9437386379412456,0.0,0.0,0.9756097789411071,77
10149,0.04132382519656244,0.2057056803202623,0.35442220787604906,0.44991620088243195,0.3339415641817253,0.05781176510839904,0.058823529705882324,-0.02922349431056598,0.1767051544055146,-0.067078615496991,0.040520252225399137,0.13038722697575764,-0.04393815809988916,0.16084151617475922,0.0787217744123418,0.025812148728682174,0.006174970271874999,-0.0721216248731207,0.023735676648324232,-0.006959749977039943,0.061950442550227074,0.003837857332085513,-0.01039577775890561,0.009902333633712252,0.0072944277841058835,0.01407373919578254,0.00019807013521338428,1.0,0.8602150360041626,0.9437386379412456,0.0,0.0,0.9756097789411071,84
